39,value,values-port,120,resources,other,N/A,abc_action_bar_embed_tabs,false
39,value,values,3465793,resources,string,N/A,About_Customer,About Customer
39,value,values,3465793,resources,string,N/A,About_Lead,About Lead
39,value,values,3465793,resources,string,N/A,Accept,Accept
39,value,values,3465793,resources,string,N/A,Active,Active
39,value,values,3465793,resources,string,N/A,Activity,Activity
39,value,values,3465793,resources,string,N/A,Add_Attachment,Add Attachment
39,value,values,3465793,resources,string,N/A,Add_Conversation,Add Conversation
39,value,values,3465793,resources,string,N/A,Add_Customer,Add Customer
39,value,values,3465793,resources,string,N/A,Add_Expenses,Add Expenses
39,value,values,3465793,resources,string,N/A,Add_Feedback,Add Case
39,value,values,3465793,resources,string,N/A,Add_Lead,Add Lead
39,value,values,3465793,resources,string,N/A,Add_Prospect,Add Prospect
39,value,values,3465793,resources,string,N/A,Address,Address
39,value,values,3465793,resources,string,N/A,Address_1,Address Part 1
39,value,values,3465793,resources,string,N/A,Address_2,Address Part 2
39,value,values,3465793,resources,string,N/A,Address_Information,Address Information
39,value,values,3465793,resources,string,N/A,All,All
39,value,values,3465793,resources,string,N/A,All_Day,All Day
39,value,values,3465793,resources,string,N/A,All_Group,All Group
39,value,values,3465793,resources,string,N/A,Allday,All Day
39,value,values,3465793,resources,string,N/A,Appointment_Place,Appointment Place
39,value,values,3465793,resources,string,N/A,Approve,Approve
39,value,values,3465793,resources,string,N/A,Approve_header_leave_request,Reason to approve
39,value,values,3465793,resources,string,N/A,Approve_header_leave_request_text,Approve Reason
39,value,values,3465793,resources,string,N/A,Approve_reason_leave_request,Please fill in the reason to approve
39,value,values,3465793,resources,string,N/A,Assign_Owner,Assign Owner
39,value,values,3465793,resources,string,N/A,Assign_to,Assign to
39,value,values,3465793,resources,string,N/A,Assigned_by,Assigned by
39,value,values,3465793,resources,string,N/A,Assigned_date,Assigned date
39,value,values,3465793,resources,string,N/A,Attachments,Attachments
39,value,values,3465793,resources,string,N/A,Baht,Baht
39,value,values,3465793,resources,string,N/A,CENTRIC_CUSTOMER_TYPE_All,All
39,value,values,3465793,resources,string,N/A,CENTRIC_HEADER_ALL,All
39,value,values,3465793,resources,string,N/A,CENTRIC_HEADER_Distance_less_than_10,Distance less than 10 m.
39,value,values,3465793,resources,string,N/A,CENTRIC_HEADER_Distance_less_than_5,Distance less than 5 km.
39,value,values,3465793,resources,string,N/A,CENTRIC_HEADER_Distance_more_than_5,Distance more than 5 km.
39,value,values,3465793,resources,string,N/A,CENTRIC_HEADER_Never_Visited,Never Visited
39,value,values,3465793,resources,string,N/A,CENTRIC_HEADER_Not_Recently_Visited,Not Recently Visited
39,value,values,3465793,resources,string,N/A,CENTRIC_HEADER_Recently_Visited,Recently Visited
39,value,values,3465793,resources,string,N/A,CTL_Activity_Information,Activity Information
39,value,values,3465793,resources,string,N/A,CTL_Expense_Detail,Expense Detail
39,value,values,3465793,resources,string,N/A,CTL_Expense_Information,Expense Information
39,value,values,3465793,resources,string,N/A,Cancel,Cancel
39,value,values,3465793,resources,string,N/A,Cancel_Plan,Cancel Plan
39,value,values,3465793,resources,string,N/A,Cancel_Reason,Reason to Cancel
39,value,values,3465793,resources,string,N/A,Cancel_header_leave_request,Reason to cancel
39,value,values,3465793,resources,string,N/A,Cancel_reason_leave_request,Please fill in the reason to cancel
39,value,values,3465793,resources,string,N/A,Cancle_empeo,Cancel
39,value,values,3465793,resources,string,N/A,Checkin,Checkin
39,value,values,3465793,resources,string,N/A,Checkin_Information,Checkin Information
39,value,values,3465793,resources,string,N/A,Checkout,Checkout
39,value,values,3465793,resources,string,N/A,Confirm,Confirm
39,value,values,3465793,resources,string,N/A,Contact_Information,Contact Information
39,value,values,3465793,resources,string,N/A,Conversation,Conversation
39,value,values,3465793,resources,string,N/A,Course,Course
39,value,values,3465793,resources,string,N/A,Create_Lead,Add Lead
39,value,values,3465793,resources,string,N/A,Created_By,Created By
39,value,values,3465793,resources,string,N/A,Created_Date,Created Date
39,value,values,3465793,resources,string,N/A,Customer,Customer
39,value,values,3465793,resources,string,N/A,Customer_Alias,Customer Alias
39,value,values,3465793,resources,string,N/A,Customer_Code,Customer Code
39,value,values,3465793,resources,string,N/A,Customer_Data,Customer Data
39,value,values,3465793,resources,string,N/A,Customer_Information,Customer Information
39,value,values,3465793,resources,string,N/A,Customer_Name,Customer Name
39,value,values,3465793,resources,string,N/A,Customer_Name_Eng,Customer Name (Eng.)
39,value,values,3465793,resources,string,N/A,Customer_Owner,Customer Owner
39,value,values,3465793,resources,string,N/A,Customer_Quantified,Customer Quantified
39,value,values,3465793,resources,string,N/A,Customer_State,State
39,value,values,3465793,resources,string,N/A,Customer_Type,Type
39,value,values,3465793,resources,string,N/A,Customer_target_wallet,Customer Wallet
39,value,values,3465793,resources,string,N/A,DIALOG_DELETE_EXPENSE_TITLE,Are you sure to delete expense ?
39,value,values,3465793,resources,string,N/A,Decline,Decline
39,value,values,3465793,resources,string,N/A,Decline_Reason,Decline Reason
39,value,values,3465793,resources,string,N/A,Delete,Delete
39,value,values,3465793,resources,string,N/A,Description,Description
39,value,values,3465793,resources,string,N/A,Detail,Detail
39,value,values,3465793,resources,string,N/A,Detail_Card,Detail
39,value,values,3465793,resources,string,N/A,Dismiss,Dismiss
39,value,values,3465793,resources,string,N/A,Edit_Expenses,Edit Expense
39,value,values,3465793,resources,string,N/A,Edit_Feedback,Edit Case
39,value,values,3465793,resources,string,N/A,Edit_Lead,Edit Lead
39,value,values,3465793,resources,string,N/A,Edit_Prospect,Edit Prospect
39,value,values,3465793,resources,string,N/A,Email,Email
39,value,values,3465793,resources,string,N/A,Enable_Bluetooth,Enable Bluetooth for workin with Beacon
39,value,values,3465793,resources,string,N/A,Expense,Expense
39,value,values,3465793,resources,string,N/A,Expense_Id,Expense Id
39,value,values,3465793,resources,string,N/A,FEEDBACK_CLOSE_Closed_Feedback,Closed Case
39,value,values,3465793,resources,string,N/A,FEEDBACK_IN_PROGRESS_Inprogress_Feedback,Inprogress Case
39,value,values,3465793,resources,string,N/A,FEEDBACK_OPEN_Waiting_for_response_Feedback,Waiting for respond Case
39,value,values,3465793,resources,string,N/A,Fax,Fax
39,value,values,3465793,resources,string,N/A,Feedback,Feedback
39,value,values,3465793,resources,string,N/A,Feedback_From,Case From
39,value,values,3465793,resources,string,N/A,Feedback_Type,Case Type
39,value,values,3465793,resources,string,N/A,Feedback_has_been_changed_to,Case has been changed to
39,value,values,3465793,resources,string,N/A,Feedbacks,Feedbacks
39,value,values,3465793,resources,string,N/A,Filter_by,Filter by
39,value,values,3465793,resources,string,N/A,From,ฟอร์ม
39,value,values,3465793,resources,string,N/A,From_name,From name
39,value,values,3465793,resources,string,N/A,From_taxi,From taxi
39,value,values,3465793,resources,string,N/A,Full_Location,Full Location
39,value,values,3465793,resources,string,N/A,HINT_Subject,Subject
39,value,values,3465793,resources,string,N/A,HINT_Transaction_Date,Transaction Date
39,value,values,3465793,resources,string,N/A,HINT_customer_name,Customer name
39,value,values,3465793,resources,string,N/A,HINT_customer_name_required,Customer name *
39,value,values,3465793,resources,string,N/A,HINT_subject_required,Subject *
39,value,values,3465793,resources,string,N/A,HTTP500,Internal Server Error
39,value,values,3465793,resources,string,N/A,In_Active,In Active
39,value,values,3465793,resources,string,N/A,Later,Later
39,value,values,3465793,resources,string,N/A,Lead,Lead
39,value,values,3465793,resources,string,N/A,Lead_Alias,Lead Alias
39,value,values,3465793,resources,string,N/A,Lead_Code,Lead Code
39,value,values,3465793,resources,string,N/A,Lead_Details,Lead Details
39,value,values,3465793,resources,string,N/A,Lead_Information,Lead Information
39,value,values,3465793,resources,string,N/A,Lead_Name,Lead Name
39,value,values,3465793,resources,string,N/A,Lead_Name_En,Lead Name (Eng)
39,value,values,3465793,resources,string,N/A,Lead_Owner,Lead Owner
39,value,values,3465793,resources,string,N/A,Lead_Quantified,Lead Quantified
39,value,values,3465793,resources,string,N/A,Lead_State,State
39,value,values,3465793,resources,string,N/A,Location_Detail,Location Detail
39,value,values,3465793,resources,string,N/A,Location_Name,Location Name
39,value,values,3465793,resources,string,N/A,Location_Title,Location Title
39,value,values,3465793,resources,string,N/A,Location_not_set,Location not set
39,value,values,3465793,resources,string,N/A,Location_service_unavailable,Location service unavailable
39,value,values,3465793,resources,string,N/A,MILE_START_FROM_to,to
39,value,values,3465793,resources,string,N/A,Maps,Directions
39,value,values,3465793,resources,string,N/A,Me,Me
39,value,values,3465793,resources,string,N/A,Mile_start_from,Mile start from
39,value,values,3465793,resources,string,N/A,Modified_By,Modified By
39,value,values,3465793,resources,string,N/A,Modified_Date,Modified Date
39,value,values,3465793,resources,string,N/A,Nearby,Nearby
39,value,values,3465793,resources,string,N/A,Never_Visited,Never Visited
39,value,values,3465793,resources,string,N/A,Nickname,Nickname
39,value,values,3465793,resources,string,N/A,No_Filter,All Customer
39,value,values,3465793,resources,string,N/A,No_events,No events
39,value,values,3465793,resources,string,N/A,No_result_found,No result found.
39,value,values,3465793,resources,string,N/A,Not_Recognized,Not recoginized
39,value,values,3465793,resources,string,N/A,Note,Note
39,value,values,3465793,resources,string,N/A,Note_not_require,Note
39,value,values,3465793,resources,string,N/A,ONE_TAB_Activity_Detail,Activity Detail
39,value,values,3465793,resources,string,N/A,ONE_TAB_Expense_Detail,Expense Detail
39,value,values,3465793,resources,string,N/A,ONE_TAB_Feedback,Case
39,value,values,3465793,resources,string,N/A,Others,Others
39,value,values,3465793,resources,string,N/A,Owner,Owner
39,value,values,3465793,resources,string,N/A,Parking_fee,Parking fee
39,value,values,3465793,resources,string,N/A,Phone,Phone
39,value,values,3465793,resources,string,N/A,Plan_Information,Plan Information
39,value,values,3465793,resources,string,N/A,Prospect,Prospect
39,value,values,3465793,resources,string,N/A,Prospect_Alias,Prospect Alias
39,value,values,3465793,resources,string,N/A,Prospect_Code,Prospect Code
39,value,values,3465793,resources,string,N/A,Prospect_Information,Prospect Information
39,value,values,3465793,resources,string,N/A,Prospect_Name,Prospect Name
39,value,values,3465793,resources,string,N/A,Province,Province
39,value,values,3465793,resources,string,N/A,Recently_Created,Recently Created
39,value,values,3465793,resources,string,N/A,Recently_Modified,Recently Modified
39,value,values,3465793,resources,string,N/A,Recently_Planned,Recently Planned
39,value,values,3465793,resources,string,N/A,Recently_Visited,Recently Visited
39,value,values,3465793,resources,string,N/A,Reject,Reject
39,value,values,3465793,resources,string,N/A,Reject_Reason,Reason to Reject
39,value,values,3465793,resources,string,N/A,Reject_header_leave_request,Reason to reject
39,value,values,3465793,resources,string,N/A,Reject_header_leave_request_text,Reject Reason
39,value,values,3465793,resources,string,N/A,Reject_reason_leave_request,Please fill in the reason to reject
39,value,values,3465793,resources,string,N/A,Reject_reason_leave_request_text,Please input about a reason for reject
39,value,values,3465793,resources,string,N/A,Return_header_leave_request,Reason to return
39,value,values,3465793,resources,string,N/A,Return_reason_leave_request,Please fill in the reason to return
39,value,values,3465793,resources,string,N/A,Revise_Reason,Reason to Revise
39,value,values,3465793,resources,string,N/A,SAVE_LOCATION_CONTENT,Please input a location place name to use fo the next time
39,value,values,3465793,resources,string,N/A,SAVE_LOCATION_HEADER,Save Location
39,value,values,3465793,resources,string,N/A,SAVE_LOCATION_HINT,Please input the location place name (ex. Main office- Site Office)
39,value,values,3465793,resources,string,N/A,STATIC_end_date,End Date
39,value,values,3465793,resources,string,N/A,STATIC_start_date,Start Date
39,value,values,3465793,resources,string,N/A,Save,Save
39,value,values,3465793,resources,string,N/A,Search,Search
39,value,values,3465793,resources,string,N/A,Take_A_Picture,Take A Picture
39,value,values,3465793,resources,string,N/A,Target_Owner,Assign to
39,value,values,3465793,resources,string,N/A,Target_Value,Target Value
39,value,values,3465793,resources,string,N/A,Telephone,Telephone
39,value,values,3465793,resources,string,N/A,Today,Today
39,value,values,3465793,resources,string,N/A,Tollway,Tollway
39,value,values,3465793,resources,string,N/A,Tomorrow,Tomorrow
39,value,values,3465793,resources,string,N/A,Total_Expenses,Total
39,value,values,3465793,resources,string,N/A,Transaction_Date,Transaction Date
39,value,values,3465793,resources,string,N/A,View_Location,View Location
39,value,values,3465793,resources,string,N/A,With,With
39,value,values,3465793,resources,string,N/A,Work_In,Workin
39,value,values,3465793,resources,string,N/A,Work_Out,Workout
39,value,values,3465793,resources,string,N/A,Yesterday,Yesterday
39,value,values,3465793,resources,string,N/A,You_have,You have
39,value,values,3465793,resources,string,N/A,Zipcode,Zipcode
39,value,values,3465793,resources,string,N/A,a_day_ago,yesterday
39,value,values,3465793,resources,string,N/A,a_minute_ago,a minute ago
39,value,values,3465793,resources,string,N/A,a_month_ago,last month
39,value,values,3465793,resources,string,N/A,a_week_ago,last week
39,value,values,3465793,resources,string,N/A,a_year_ago,last year
39,value,values,3465793,resources,string,N/A,abc_action_bar_home_description,Navigate home
39,value,values,3465793,resources,string,N/A,abc_action_bar_up_description,Navigate up
39,value,values,3465793,resources,string,N/A,abc_action_menu_overflow_description,More options
39,value,values,3465793,resources,string,N/A,abc_action_mode_done,Done
39,value,values,3465793,resources,string,N/A,abc_activity_chooser_view_see_all,See all
39,value,values,3465793,resources,string,N/A,abc_activitychooserview_choose_application,Choose an app
39,value,values,3465793,resources,string,N/A,abc_capital_off,OFF
39,value,values,3465793,resources,string,N/A,abc_capital_on,ON
39,value,values,3465793,resources,string,N/A,abc_menu_alt_shortcut_label,Alt+
39,value,values,3465793,resources,string,N/A,abc_menu_ctrl_shortcut_label,Ctrl+
39,value,values,3465793,resources,string,N/A,abc_menu_delete_shortcut_label,delete
39,value,values,3465793,resources,string,N/A,abc_menu_enter_shortcut_label,enter
39,value,values,3465793,resources,string,N/A,abc_menu_function_shortcut_label,Function+
39,value,values,3465793,resources,string,N/A,abc_menu_meta_shortcut_label,Meta+
39,value,values,3465793,resources,string,N/A,abc_menu_shift_shortcut_label,Shift+
39,value,values,3465793,resources,string,N/A,abc_menu_space_shortcut_label,space
39,value,values,3465793,resources,string,N/A,abc_menu_sym_shortcut_label,Sym+
39,value,values,3465793,resources,string,N/A,abc_prepend_shortcut_label,Menu+
