13,value,values-sw440dp-land,329,resources,dimens,N/A,u0,12.0dip
13,value,values-sw440dp-land,329,resources,dimens,N/A,u2,18.0dip
13,value,values-sw440dp-land,329,resources,dimens,N/A,u3,124.0dip
13,value,values-sw440dp-land,329,resources,dimens,N/A,ag9,80.0dip
13,value,values-sw440dp-land,329,resources,dimens,N/A,agd,285.0dip
13,value,values-sw440dp-land,329,resources,dimens,N/A,age,77.0dip
13,value,values-sw440dp-land,329,resources,dimens,N/A,agf,44.0dip
13,value,values-sw540dp-land,329,resources,dimens,N/A,u0,18.0dip
13,value,values-sw540dp-land,329,resources,dimens,N/A,u2,23.0dip
13,value,values-sw540dp-land,329,resources,dimens,N/A,u3,153.0dip
13,value,values-sw540dp-land,329,resources,dimens,N/A,ag9,74.0dip
13,value,values-sw540dp-land,329,resources,dimens,N/A,agd,340.0dip
13,value,values-sw540dp-land,329,resources,dimens,N/A,age,84.0dip
13,value,values-sw540dp-land,329,resources,dimens,N/A,agf,60.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,iw,13.0sp
13,value,values-xxhdpi,3089,resources,dimens,N/A,ix,16.0sp
13,value,values-xxhdpi,3089,resources,dimens,N/A,iy,18.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,iz,145.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,j0,14.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,j2,12.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,j3,14.0sp
13,value,values-xxhdpi,3089,resources,dimens,N/A,jc,35.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,jd,20.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,la,3.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,ld,7.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,le,-4.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,lf,47.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,lg,15.0sp
13,value,values-xxhdpi,3089,resources,dimens,N/A,lh,17.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,li,27.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,qi,3.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,qj,4.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,qk,5.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,ql,90.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,qn,80.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,qo,5.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,qp,180.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,qq,58.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,qr,265.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,qt,55.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,qu,10.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,r1,44.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,r6,29.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,vs,95.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,wg,120.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,wi,10.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,ab2,40.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,ab3,30.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,ab4,25.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,ab5,35.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,ajs,18.0sp
13,value,values-xxhdpi,3089,resources,dimens,N/A,ajt,2.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,aju,61.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,ajv,30.5dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,ajw,-8.5dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,ajx,40.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,ajy,90.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,ajz,-13.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,ak0,31.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,ak1,68.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,ak3,40.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,ak6,12.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,ak7,38.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,ak8,2.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,ak9,0.5dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,ak_,8.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,aka,60.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,akb,32.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,akc,12.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,ake,5.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,akf,48.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,akg,60.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,akh,60.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,aki,48.0dip
13,value,values-xxhdpi,3089,resources,dimens,N/A,akj,6.0dip
