2,layout,layout,35866,LinearLayout,N/A,RelativeLayout,N/A
2,layout,layout,35866,LinearLayout,@id/custom_push_lop_facepile_reverse_style_buttons_wrapped,LinearLayout,N/A
2,layout,layout,35866,LinearLayout,@id/header,LinearLayout,N/A
2,layout,layout,35866,LinearLayout,@id/small_icon,ImageView,N/A
2,layout,layout,35866,LinearLayout,@id/app_name,TextView,N/A
2,layout,layout,35866,LinearLayout,@id/subtext_separator,LinearLayout,N/A
2,layout,layout,35866,LinearLayout,N/A,ImageView,N/A
2,layout,layout,35866,LinearLayout,@id/subtext,TextView,N/A
2,layout,layout,35866,LinearLayout,@id/timestamp_separator,FrameLayout,N/A
2,layout,layout,35866,LinearLayout,N/A,ImageView,N/A
2,layout,layout,35866,LinearLayout,@id/timestamp,TextView,N/A
2,layout,layout,35866,LinearLayout,N/A,LinearLayout,N/A
2,layout,layout,35866,LinearLayout,@id/actor_image_holder,FrameLayout,N/A
2,layout,layout,35866,LinearLayout,N/A,FrameLayout,N/A
2,layout,layout,35866,LinearLayout,@id/actor_image,ImageView,N/A
2,layout,layout,35866,LinearLayout,N/A,ImageView,N/A
2,layout,layout,35866,LinearLayout,@id/image_holder,FrameLayout,N/A
2,layout,layout,35866,LinearLayout,@id/image,ImageView,N/A
2,layout,layout,35866,LinearLayout,N/A,ImageView,N/A
2,layout,layout,35866,LinearLayout,N/A,ImageView,N/A
2,layout,layout,35866,LinearLayout,@id/facepiple_reverse_recip_image_only_holder,FrameLayout,N/A
2,layout,layout,35866,LinearLayout,N/A,FrameLayout,N/A
2,layout,layout,35866,LinearLayout,@id/facepiple_reverse_recip_image_only,ImageView,N/A
2,layout,layout,35866,LinearLayout,N/A,ImageView,N/A
2,layout,layout,35866,LinearLayout,N/A,LinearLayout,N/A
2,layout,layout,35866,LinearLayout,@id/realtitle,TextView,N/A
2,layout,layout,35866,LinearLayout,@id/subtitle,TextView,N/A
2,layout,layout,35866,LinearLayout,@id/title,TextView,N/A
2,layout,layout,35866,LinearLayout,@id/titleMultiline,TextView,N/A
2,layout,layout,35866,LinearLayout,@id/filler,FrameLayout,N/A
2,layout,layout,35866,LinearLayout,N/A,ImageView,N/A
2,layout,layout,35866,LinearLayout,@id/buttonfiller,LinearLayout,N/A
2,layout,layout,35866,LinearLayout,N/A,ImageView,N/A
2,layout,layout,35866,LinearLayout,N/A,LinearLayout,N/A
2,layout,layout,35866,LinearLayout,@id/custom_push_notifications_image_buttons_wrapped,LinearLayout,N/A
2,layout,layout,35866,LinearLayout,@id/header,LinearLayout,N/A
2,layout,layout,35866,LinearLayout,@id/small_icon,ImageView,N/A
2,layout,layout,35866,LinearLayout,@id/app_name,TextView,N/A
2,layout,layout,35866,LinearLayout,@id/subtext_separator,LinearLayout,N/A
2,layout,layout,35866,LinearLayout,N/A,ImageView,N/A
2,layout,layout,35866,LinearLayout,@id/subtext,TextView,N/A
2,layout,layout,35866,LinearLayout,@id/timestamp_separator,FrameLayout,N/A
2,layout,layout,35866,LinearLayout,N/A,ImageView,N/A
2,layout,layout,35866,LinearLayout,@id/timestamp,TextView,N/A
2,layout,layout,35866,LinearLayout,N/A,LinearLayout,N/A
2,layout,layout,35866,LinearLayout,@id/image_holder,FrameLayout,N/A
2,layout,layout,35866,LinearLayout,N/A,LinearLayout,N/A
2,layout,layout,35866,LinearLayout,@id/realtitle,TextView,N/A
2,layout,layout,35866,LinearLayout,@id/subtitle,TextView,N/A
2,layout,layout,35866,LinearLayout,@id/title,TextView,N/A
2,layout,layout,35866,LinearLayout,@id/filler,FrameLayout,N/A
2,layout,layout,35866,LinearLayout,N/A,ImageView,N/A
2,layout,layout,35866,LinearLayout,@id/big_preview_image_holder,LinearLayout,N/A
2,layout,layout,35866,LinearLayout,@id/big_preview_image,ImageView,N/A
2,layout,layout,35866,LinearLayout,@id/buttonfiller,LinearLayout,N/A
2,layout,layout,35866,LinearLayout,N/A,LinearLayout,N/A
2,layout,layout,35866,LinearLayout,N/A,LinearLayout,N/A
2,layout,layout,35866,LinearLayout,@id/big_preview_image_holder_on_left,FrameLayout,N/A
2,layout,layout,35866,LinearLayout,@id/image_holder,FrameLayout,N/A
2,layout,layout,35866,LinearLayout,@id/notification_text,LinearLayout,N/A
2,layout,layout,35866,LinearLayout,N/A,LinearLayout,N/A
2,layout,layout,35866,LinearLayout,@id/realtitle,TextView,N/A
2,layout,layout,35866,LinearLayout,@id/timestamp,TextView,N/A
2,layout,layout,35866,LinearLayout,N/A,LinearLayout,N/A
2,layout,layout,35866,LinearLayout,@id/subtitle,TextView,N/A
2,layout,layout,35866,LinearLayout,N/A,LinearLayout,N/A
2,layout,layout,35866,LinearLayout,@id/title,TextView,N/A
2,layout,layout,35866,LinearLayout,@id/image_holder_on_right,FrameLayout,N/A
2,layout,layout,35866,LinearLayout,@id/big_preview_image_holder,FrameLayout,N/A
2,layout,layout,35866,LinearLayout,N/A,LinearLayout,N/A
2,layout,layout,35866,LinearLayout,@id/big_picture,ImageView,N/A
2,layout,layout,35866,LinearLayout,@id/buttonfiller,LinearLayout,N/A
2,layout,layout,35866,LinearLayout,N/A,ImageView,N/A
2,layout,layout,35866,FrameLayout,@id/image,ImageView,N/A
2,layout,layout,35866,FrameLayout,@id/image_ring,ImageView,N/A
2,layout,layout,35866,LinearLayout,@id/big_preview_image,ImageView,N/A
2,layout,layout,35866,FrameLayout,@id/image,ImageView,N/A
2,layout,layout,35866,FrameLayout,N/A,ImageView,N/A
2,layout,layout,35866,LinearLayout,@id/big_preview_image,ImageView,N/A
2,layout,layout,35866,LinearLayout,N/A,RelativeLayout,N/A
2,layout,layout,35866,LinearLayout,N/A,LinearLayout,N/A
2,layout,layout,35866,LinearLayout,@id/close_button,TextView,N/A
2,layout,layout,35866,LinearLayout,N/A,LinearLayout,N/A
2,layout,layout,35866,LinearLayout,@id/app_name_text_view,TextView,N/A
2,layout,layout,35866,LinearLayout,@id/url_text_view,TextView,N/A
2,layout,layout,35866,LinearLayout,@id/checkout_webview_progress_bar,ProgressBar,N/A
2,layout,layout,35866,LinearLayout,@id/checkout_web_view,com.facebook.secure.securewebview.SecureWebView,N/A
2,layout,layout,35866,LinearLayout,@id/error_component,LinearLayout,N/A
2,layout,layout,35866,LinearLayout,@id/error_icon,ImageView,N/A
2,layout,layout,35866,LinearLayout,@id/error_message_title,TextView,N/A
2,layout,layout,35866,LinearLayout,@id/error_message_description,TextView,N/A
2,layout,layout,35866,LinearLayout,N/A,ImageView,N/A
2,layout,layout,35866,LinearLayout,N/A,ImageView,N/A
2,layout,layout,35866,FrameLayout,@id/error_text,TextView,N/A
2,layout,layout,35866,FrameLayout,@id/content_image,ImageView,N/A
2,layout,layout,35866,FrameLayout,@id/content_text,TextView,N/A
2,layout,layout,35866,FrameLayout,@id/fb_icon,ImageView,N/A
2,layout,layout,35866,FrameLayout,@id/camera_preview,com.facebook.lite.camera.wrapper.camera.views.CameraView,N/A
2,layout,layout,35866,FrameLayout,@id/front_flash,View,N/A
2,layout,layout,35866,FrameLayout,@id/view_finder,RelativeLayout,N/A
2,layout,layout,35866,FrameLayout,@id/focus_indicator,com.facebook.lite.camera.wrapper.camera.views.FocusIndicatorView,N/A
2,layout,layout,35866,FrameLayout,@id/settings_button,ImageView,N/A
2,layout,layout,35866,FrameLayout,@id/cancel_button,ImageView,N/A
2,layout,layout,35866,FrameLayout,@id/flash_on_button,ImageView,N/A
2,layout,layout,35866,FrameLayout,@id/flash_off_button,ImageView,N/A
2,layout,layout,35866,FrameLayout,@id/gallery_button,ImageView,N/A
2,layout,layout,35866,FrameLayout,@id/capture_button,com.facebook.lite.camera.wrapper.camera.views.SquareCaptureButtonView,N/A
2,layout,layout,35866,FrameLayout,@id/selfie_button,ImageView,N/A
